Name,Score
Kathryn Ray,61
Maurice Sparks,92
Randy Gutierrez,68
Phyllis Clark,78
Jennifer Martin,52
Noah Pearson,71
Lisa Stanley,98
Benjamin Matthews,77
Timothy Anderson,82
Ronald Lewis,82
Ricardo Evans,57
Lance Warren,62
Erika Adams,69
Jasmin Harvey,68
Samuel Wong,77
Tyler Mack,57
David Bond,92
Ryan Johnson,69
Kenneth Greene,100
Justin Bennett,79
Timothy Carlson,94
Laura Gordon,72
Jessica Jacobs,51
Amanda Graves,59
William Ward,74
Michael Molina,57
Wendy Sloan,96
Steven Mahoney,58
Nicole Meyer,71
Brian Campbell,93
Richard Cannon,73
Ryan Jackson,72
Ana Jordan,77
Debbie Garcia,50
Jay Jennings,56
Brian Doyle,93
Sarah Dennis,98
Carolyn Bennett,69
Susan Valenzuela,83
Nathan Dougherty,85
Amy Williamson,71
Dawn Sanchez,50
Dawn Parker,84
Cory Mckenzie,84
Sarah Lambert,95
Justin Burke,70
Todd Todd,84
Dr. Robin Garcia,82
April Howard,71
Adrian Coffey,86
Tiffany Avery,55
Jeremy Fox,91
Alyssa White,96
Patrick Gonzalez,96
Natalie Morgan,89
Ryan Hamilton,54
Raymond Schwartz,93
Summer Wilson,84
Michelle Gibson,84
Tiffany Watts,97
Brian Hill,84
Kimberly Smith,69
Katie Murphy,83
James Allen,95
Reginald Bruce,80
Jessica Kelly,82
Travis Jones,77
Rebecca Sullivan PhD,74
Samantha Barrett,52
Cory Mack,95
Sean Williams,50
Kathy Johnson,82
Kevin Medina,54
Ricky Walton,95
Scott Silva,91
Nancy Foster,64
Linda Lane,84
Dr. Jordan Lewis,54
Bobby Wright,86
Scott Dawson,96
Carla Miller,52
Jennifer Williams,77
Matthew Garcia,54
Stephanie Sharp,90
Michael Jenkins,60
Charles Wilson,64
Kevin Larson,57
Tiffany Cobb,77
Sydney Vazquez,80
Alexander Barnes,79
Ashley Lynn,83
Carlos Barnes,97
Tara Vasquez,100
Donald Collins,64
Robin Merritt,53
Melissa Wallace,99
Sherry Hicks,85
Susan Green,75
Kayla Pacheco,96
Jacob Ross,98
Nicole Shelton,57
Autumn King,78
Mr. Jason Mills DDS,96
Matthew Nichols,50
Steven Smith,50
Crystal Gonzalez,55
Christopher Gregory,63
Monique Roberts,100
Eric Evans,71
Patricia Garcia,95
Katherine Wallace DVM,82
Shaun Vasquez,64
Mr. William Hernandez DVM,68
George Ruiz,51
Charles Davis,68
Craig Johnson,99
Mark Olson,88
Justin Snyder,86
Daniel Hawkins,65
Dwayne Smith,64
Lydia Skinner,99
Penny Smith,78
Kirsten Burgess,80
Joshua Osborn,62
Jason Sweeney,71
Nicholas Thompson,67
David Williams,93
Christopher Chavez,53
Kathleen Watson,50
Tamara Rivers,100
Joseph Ho,61
James Fields,58
Janice Mullen DVM,66
Michelle House,83
Cynthia Floyd,75
Nicholas Weiss,90
Mary Williams,88
Ernest Fry,94
Nicole Lewis,82
Brittany Lee,78
Kathleen Waters,89
Alyssa Arellano,76
Antonio Brooks,61
Connie Spencer,93
Edwin Reyes,54
Tim Ortiz,66
Russell Martinez,84
Vincent Dudley,75
Stephen Cross,82
Deborah Brown,58
Kim Pena,55
Nicholas Diaz,55
Randy Perez,60
Robert Pacheco,53
Cindy Brown,80
Robert Jordan,91
Regina Manning,81
Shannon Mitchell,76
Bryan Zuniga,100
Jimmy Roberson,96
Stephanie Willis,85
Nancy Lee,93
Mr. Jon Grimes Jr.,77
Grant James,61
Kristin Swanson,51
Robert Huynh,77
Anthony Randall,74
Brett Olsen,91
Noah Johnson,78
Laura Macias,97
David Gilbert,94
Cassandra Jones,81
Nathaniel Montoya,74
Allen Adams,63
Gloria Mitchell,78
Angel Huffman,72
Brian Ramsey,68
Shirley Miller,69
Ian Fuller,76
Jessica Donovan,82
Kristi Butler,55
Eileen Graves,99
Jean Vang,57
Jackson Allen,87
Rebecca Richardson,85
Michelle Estes,50
Jay Coleman,54
Wendy White,72
Christine Ware,51
Douglas Guzman,51
Frank Singleton,85
Heather Burns,70
Donna Harris,95
Elizabeth Hale,81
Alexa Lang,87
Ashley Taylor,89
Thomas Palmer,55
Monica Johnson,57
Teresa Williams,69
Zachary Davis,67
Matthew Carpenter,94
Erica Nicholson,80
Kayla Mccoy,100
Amy Jones,53
Marvin James,65
Brianna Parks,70
Sandra Lopez,54
Lisa Rose,73
Sean Campos,81
Briana Reyes,57
Isabella Rogers,84
Tyler Huerta,98
Frank Turner,77
Mr. Mark Adams,62
Robert Montgomery,68
Alexander Anderson,100
Meghan Johnson,61
James Copeland,51
Laurie Jenkins,100
Pamela Cruz,83
Kathleen Hoffman,94
Keith Ramos,53
Joshua Dawson,98
Brian Hurley,74
Danielle Roberts,50
Evan Aguilar,88
Kathryn Collins,58
Annette Edwards,52
Derrick Alvarez,61
Erika Hoover DDS,95
David Kim,92
Carl Schroeder,96
Mark Clay,99
Dale Ford,85
Rebecca Bond,86
Catherine Lopez,89
Brandon Miller,97
Bradley Myers,74
Steven Wilson,93
Robert Johnson,51
Sandra Freeman,73
Daniel Allen,63
Eric Cisneros,91
Christine Young,76
Chase Fox,97
Rebecca Butler,71
Marilyn Robinson,70
Mr. Scott Jones,98
Michael Reilly,71
Sarah Ware,66
Kristopher Johnson,79
Matthew Barnes,87
Megan Zamora,70
Matthew Ramos,56
Tracey Sharp,96
Jerry Wolfe,65
Nicole Pratt,80
Tracey Johnson,85
Dr. Mark Parker DVM,68
Jason White,82
Vanessa Hunter,95
Kelly Bell,69
Brandon Jarvis,82
Stephanie Alexander,82
Larry Davis,79
Troy Castillo,62
Desiree Sosa,72
Samuel Salas,61
Michael Hodges,87
Garrett Baker,85
Richard Stewart,76
Rebecca Carter,54
Johnny Macias,82
Jamie Schwartz,51
Kenneth Rich,54
Joe Adkins,66
Tiffany Aguirre,88
Angela Garrett,59
Anthony Gordon,87
Patrick Baker,100
James Thomas,58
Jesse Taylor,53
Michael Melton,55
Jodi Adams,94
Sheila Brown,73
Tommy Jordan,81
Susan Bowman,96
Rachel Conley,65
Paige Hansen,55
Anne Robinson,96
Christopher Williams,76
Melissa Evans,91
Jasmine Garcia,73
Daniel Bailey,63
Tina Fields,95
Christy Elliott,50
Stephen Hall,93
Timothy Hall,100
Robert Owens,68
Joseph Stephens,78
Steven Rodriguez,86
Matthew Johnson,68
Kristen Martinez,99
Alexis Terry,78
Thomas Herrera,58
Ryan Williams Jr.,62
Andre Hartman,76
Amber Weber,56
Charles Joyce,69
Roy Boyd,88
Adam Faulkner,61
Gary Shaffer,74
Thomas Smith,68
Cynthia Gonzales,85
Lisa Frey,52
Sara Nichols,95
Megan Cunningham,80
David Burns,68
Mr. Steven Higgins,95
Michael Mercado,70
Taylor Nichols,81
Joseph Mcpherson,64
Wanda Fernandez,84
Teresa Day,79
Christopher Carpenter,59
Mark Nixon,92
Sarah Moore,64
Anthony Johnson,82
Cynthia Fowler,69
Nicole Beck,52
Marissa Mckinney,69
Amanda Dunn,91
Brandon Daniels,57
Jack Jones,52
Brandon Morris,81
Nicole Bridges,86
Lauren Moon,99
Elizabeth Greer,83
Jennifer Ruiz,95
Michael Wood,80
Riley Smith,58
Shannon Green,65
Christopher Williams,85
Tiffany Stewart DDS,56
Tammy Dalton,81
Cynthia Fuller,89
Tiffany Greene,52
Pamela Mendoza,100
Jenna Roman,82
Taylor Campbell,91
John Massey,62
Daniel Monroe,53
Lisa Bennett,81
Paul Henderson,86
Alicia Martin,100
Dana Graham,56
Mark Thompson,100
Samuel Byrd,80
Melissa Johnson,80
Abigail Newton,52
Lisa Ross,75
Marcia Jones,61
Lori Hamilton,53
Monique Harrell,59
Stephanie Weber,52
Emily Patterson,96
Michael Wood,91
Jacob Humphrey,75
Renee Knight,67
Emily Haynes,55
Arthur Hansen,56
Bryce Gonzalez,51
Joseph Gross,91
Michelle Owens,99
Jonathan Abbott,70
John Trujillo,93
Brandon Hobbs,97
Nicole Ware,76
Gerald Rice,79
Kaitlyn Fernandez,96
Karen Phillips,88
Linda Gibson,87
Sheila Matthews,78
Ashley Lynch DVM,52
Tyler Ayala,97
Bill Bailey,71
Ashley Williams,56
Gregory Johnson,83
Jenna Trevino,65
Lisa Rice,55
Steven Robertson,78
Travis Jones,94
Mikayla King,84
Brian Cole,86
Edward Blake,90
Daniel Griffin,52
Mr. Michael Mckinney DDS,92
Dan Pennington,71
Paul Hogan,63
Melissa Weaver,92
Tammy Parker,55
Donald Moore,72
Brenda Anderson,74
Andrew Jackson,54
Jeffrey Simmons,64
Ashley Snyder,94
Jenna Smith,84
Cheryl Gomez,85
Jeffrey Brown,62
Wanda Simmons,97
Debbie Guerra,60
James Douglas,62
Erik Taylor,85
Anita Ward,59
Ms. Kimberly Turner,59
Veronica Rowland,56
Jessica Carr,68
John Sutton,77
John Combs,64
April Reed,78
Nicholas Wilson,79
Carly Turner,97
Angelica Aguilar,54
Billy Olsen,61
Kenneth Dougherty,73
Marissa Charles,67
Tamara Smith,55
Mario Blackburn,72
Angela Taylor,97
Bobby Anderson,98
Thomas Gutierrez,52
Gregory Reeves,66
Linda Harrison,100
Pamela Stewart,86
Wendy Hill,75
David Taylor,85
James Stewart,88
Tiffany Smith,71
Dr. Mark Gutierrez PhD,69
Benjamin Wilson,51
Marilyn Mann,97
Robert Parks,98
Jared Fox,54
Maria Rogers,80
John Salinas,96
Frank Cook,85
Carly Johnson,78
Sarah Cohen,63
Edwin Jones,60
Derek Morales,70
Emily Taylor,97
Aaron Harris,98
Michelle Richardson,83
Stephanie Rose,59
Deborah Garcia,59
Amber Hernandez,78
Brett Johnson,51
John Whitaker,92
Zachary Marquez,91
Diane Pearson,58
Troy Soto,99
Colleen Pineda,99
Christopher Stevenson,96
Susan Peterson,95
Sarah Fuentes,58
Jacob Farley,54
Daniel Hernandez,80
Jimmy Ramirez,71
Michael Adams,83
Deborah Shelton,54
Christopher Vasquez,53
Brandon Hunt,76
Stacy Hall,64
Stephanie Shaffer,83
Jessica Harris,95
James Ashley,79
Carolyn Burns DVM,96
Joseph Smith,91
Roger Parker,86
Christopher Le,76
Victoria Baker,85
Jason Ali,91
Angel Moore,74
Fernando Moore,81
Tracy Barnes,72
Edward Gates,71
Kara Key,52
Daniel Mcgee,81
Janice Morgan,62
Mrs. Anna Bennett,51
Jacob Smith,73
Trevor Carlson,77
Michael Shaw,70
Cynthia Coleman,50
Gail Lopez,71
Lisa Adams,91
Dawn Martin,65
Mr. Brent Walker,78
Lisa Dennis,98
Laura Underwood,62
Andre Young,88
Mindy Dominguez,82
Gregory French,53
Steven Lawson,77
Stephanie Moore,83
Tracey Johnson,76
Lisa Rivers,99
Elizabeth Hall,69
Morgan Duncan,73
Ashley Trujillo,97
Randy Holmes,59
Amber Edwards,75
Shelby Thomas,75
Robert Mckinney,71
Janet Escobar,79
Gary Gonzales,98
Victor Johnson,87
Dwayne Gonzalez,50
John Harvey,74
Lindsey Keith,91
Jesse Hunter,89
Kevin Sanchez,91
Donald Simpson,98
Thomas Phillips,51
Robert Russell,92
Christina Jacobs,88
Christopher Anderson,88
Emily Graham,56
Rebecca Barnett,79
Daniel Nelson,59
Valerie Robles,53
Taylor Sutton PhD,83
Natalie Lewis,71
Paul Pearson,67
Leslie Vega,95
Billy Bailey,87
Jay Parker Jr.,85
Jordan Moran,53
Cheryl Barnett MD,97
Daniel Lawrence,96
Julie Edwards,98
Randy Davidson,81
Thomas Lopez,80
Kathleen Schwartz,60
Antonio Glass,61
Susan Sutton,65
Lori Phillips,99
Luis Kelly,87
Jennifer Carroll,58
Sherri Williams,89
Lisa Anderson,54
Carol Arias,89
Jessica Brown,87
Eric Spence,58
Jenna Walker,98
Summer Young,65
Jerry Gomez,74
Joseph Lopez,88
Desiree Brown,82
Monique Vance,94
Nicolas Carter,59
Martin Johnson,93
William Rojas,96
Jesse Fowler,58
Alan Schroeder,84
Anthony Davis,82
Gabrielle Williams,69
Shelby Porter,53
Jason Gallagher,62
Dawn Benjamin,96
Elizabeth Moore,88
Michael Romero,80
Katherine Mitchell,72
Marcus Rodriguez,54
Joseph Jackson,92
Kristen Young,100
Robert Evans,50
John George,51
Tammy Hull,81
Victoria Lopez,65
Scott Sanchez,94
Jimmy Hahn,86
Jared Chapman,81
Andrew Banks MD,55
Patricia Hudson,71
Chad Hendricks,57
Michael Hall,52
Laura Williams,92
Christine Williams,61
Mary Bartlett,89
Andrea Simpson,88
Christopher Hartman,58
Matthew White,93
Alexander White,92
Christopher King,55
James Burton,51
Michael Davis,96
Francis Jones,64
Kelsey Jackson,56
Elizabeth Carpenter,66
Crystal Mahoney,54
Carmen Gordon,82
Michelle Cervantes,50
Samantha Phillips,88
Matthew Pierce,91
Katherine Morris,72
Tara Baker,69
Crystal Oliver DDS,61
Vincent Andrews,62
Christine Lee,82
Yvette Miller,91
Zachary Gill,66
Anthony Johnson,73
John Rogers,84
Paige Hall,87
Brittany Klein,51
Eric Cruz,92
Michelle Mendoza DDS,84
Tony Green,93
Karen Fields,83
Jordan Stevens,76
Jenna Morales,58
Mr. Bryan Wagner,59
Raymond Clark,66
Wanda Johnson,74
Mary Larsen,67
Tyrone Webb,87
Frederick Garner,88
Joanne Frederick,98
Casey Collins,52
Lauren Bryant,54
Mr. Vincent Roberts PhD,91
Susan Friedman,80
Chad Mcdonald,51
Brian Brown,80
Jeffery Mcclure,87
David Duran,98
Heather Brooks,85
Amy Flores,56
Levi Flores,73
Victoria Gomez,65
Emily Silva,75
Joseph Carter,53
Kristine Powell,71
Steven Zimmerman,56
Angela Fox,66
Edward Vega,63
Brittany Harris,96
Kristi Thompson,70
Levi Love,99
Laurie Horn,77
Amy Gamble,67
Kelly Moreno,91
Paul Arnold,94
Sarah Johnson,61
Brandon Moreno,69
Andrew Mcdonald,75
Brent Perez,62
Gina Allen,87
Connor Phillips,96
Joseph Nichols,100
Carol Skinner,80
Raymond Perez,79
George Hall,84
Katherine Choi,55
Jared Phillips,89
Roger Adams,98
Matthew Walsh,76
Daniel Pollard,98
Donald Huynh,58
Christopher Reeves,51
Stephanie Acosta,64
Terri Golden,54
Jerry Hudson,82
Sandra Allen,81
Tyler Foster,98
Joe Peters,73
Adrian Miranda,56
Margaret Chapman,72
Denise Bryant,63
William Duke,65
Jane Scott,73
Kyle Bell,90
William Mendoza,53
Kristin Rivers,86
Teresa Sanchez,62
Mark Steele,100
Carl Gibbs,70
Mitchell Johnson,82
Shawn Harris,53
Deborah Gomez,96
Cathy Green,92
Matthew Smith,89
Victor Harrison,88
Michael Dixon,58
Patricia Bishop,87
Laura Vazquez,75
Jeremy Wolfe,57
Eric Pearson,85
Briana Shea,55
Anne Hughes,81
Pamela Glenn,83
Lee Brown,56
Martha Wilson,98
Lisa Graham,66
Melissa Flores,88
Keith Ortiz,57
Carlos Freeman,77
Kristopher Bailey,88
Ryan Garcia,73
Robert Collins,77
Dustin Anderson,64
John Rodriguez,77
Melissa Martinez,97
John Kim,50
Margaret Hodges,52
Ricky Rodriguez,83
Robert Fowler,57
Michelle Ross,81
Samantha Prince,75
Bernard Stevens,76
Stephanie Roberts,71
Jessica Jackson,60
Pamela Barrett,91
Steven Lopez,100
Melissa Mckinney,57
Michael Evans DDS,77
Larry Page,97
Robert Rodriguez,99
Cole Martinez,54
Tiffany Jones,99
John Green,88
Melissa Hunt,88
Melanie Baker,97
Jared Wiley MD,78
Joel Delacruz,92
Patrick Spencer,68
Lance Glenn,88
Carolyn Davis,54
Brandy Sawyer,84
Jessica Bishop,76
Jared Reynolds,73
Stephanie Gonzales DVM,90
Gerald Gonzalez,85
Cynthia Nunez MD,87
Tina Moran,75
Justin Miller,51
Rachel Williams,75
Katherine Hobbs,97
Marie Thomas,51
Timothy Robinson,98
Matthew Morrison,91
Ebony Jackson,71
Carrie Haynes,82
John Chambers,82
Jose Rodriguez,68
Alexis Ruiz,84
Bryan Martin,81
Jordan Day,76
Cindy Allen,77
Danielle Walker,71
John Goodwin,53
Justin Flores,55
David Estes,56
Sierra Stephens,78
David Houston,87
Angela Stanton,60
Melissa Preston,55
Brandon Williams,74
Timothy Ochoa,59
Anthony Silva,55
Michael Davis,98
Catherine Perez,87
Peter Padilla,52
Jennifer Waters,83
William Smith,86
Renee Ortiz,54
Christina Nichols,92
Trevor Walsh,79
James Vasquez,61
Robert Green,59
Mrs. Sherry Foley,59
Michael Rivera,64
David Walker,68
Terry Bradley,95
Alyssa Watkins,85
Katherine Collier,67
William Reid,88
Melissa Walter,66
Danielle Wang,94
Cassie Benson,65
Edward Clark,91
Daniel Malone,85
Gina Austin,93
Adrian Jordan,79
Brandon Taylor,51
Linda Potter,85
Kyle Hanson,89
James Rodriguez,75
Terry Vance,97
Patricia Frank,87
Tommy Reed,53
Christopher Andrews,60
John Cooley,90
Danielle Jackson,87
Patricia Stephenson,74
Heather Ponce,100
Richard Daugherty,86
Donald Ray,60
Jason Fletcher,95
Carly Arnold,84
Christopher Ryan,86
Mr. James Buck,86
Kevin Carrillo,91
Anthony Johnson,52
Ryan Strong,82
Melanie Ramirez,88
Pamela Harris,99
George Garcia,71
Doris Sampson,94
Rebekah Sutton,64
Anthony Sanchez,69
Andrew Wilson,69
Frank Baldwin,98
John Ortiz,72
Belinda Walker,91
Paul Porter,60
Denise Lee,54
Amber Walker,87
Tamara Bonilla,72
Chad Martin,53
Stacy Garcia,67
Sandra Williams,89
Jill Miller,71
Matthew Roberts,78
Peter Lawson,55
Alexandra Hart,67
Robert Hobbs,87
Joshua Smith,77
Richard Walsh,68
Thomas Gonzales,95
Joshua Kemp,72
Mary Gray,52
Amy Sanders,93
Luke Everett,95
Gabriela Montgomery,53
Joseph Welch,53
Anthony Mendez,82
Mrs. Robin White,79
Stephanie Santiago,67
Jason Sanchez,50
Mary Jones,62
Judith Ballard,85
Joshua Watson,52
James Turner,50
James Cox,100
David Santos,91
Cynthia Andrade,93
Jackson Mckinney,87
Jonathan Cook,86
Joel Smith,100
Deborah Barron,86
Bradley James,68
Chad Stone,93
Christopher Horn,64
John Avery,76
William Monroe,73
Andrea Curry,60
Tracy Hoffman,78
Scott Gibson,83
Joshua Williams,68
Isabella Harris,83
Mary Bailey,97
Rachel Wilkinson,88
Christopher Welch,79
Ray Vasquez,58
Kyle Gordon,67
Linda Jones,77
Hector Decker,53
Sophia Mclaughlin,87
Jason Taylor,81
Philip Meadows,52
Lisa Weber,76
Alexander Butler,61
Anthony Long,88
David Jones,56
Adam Gonzales,53
David Wilcox,91
Heather Miller,98
Donald Johnson,86
John Romero,100
Sarah Brown,59
Robert Bell,56
Mary Campbell,60
Juan Johnson,90
Jonathan Arnold,98
Michael Wyatt,61
Christina Martinez,100
Michael Holland,97
Taylor Wagner,62
Bill Cohen,62
Rodney Luna,56
Eric Jensen,83
Richard Johnson,96
Bradley Watts,80
Andrea Adams DVM,78
Ricardo Duncan,89
Michele Brewer,92
Monica Rios,82
Stacy Jones,67
Gabriel Price,74
Lisa Ray,100
Veronica Alexander,71
Kathleen Davis,56
Dylan Carlson,85
Jason Warner,93
Natalie Murray,58
Patricia Smith,72
Sarah Arnold,53
Tonya Medina,96
Kimberly Cline,84
Margaret Romero,98
Patricia Ramirez,65
Paul Ruiz,97
Christopher Smith,83
Robert Noble,54
Roberta Mullen,76
Christopher Campbell,60
Chelsea Griffith,91
Brett Galloway,51
Eric Harris,97
Teresa Potter,96
Michael Mahoney,59
Ashley Perez,88
Julie Murphy,50
Mark Spears,58
Amanda Leonard,53
Richard Green,98
Kim Fuentes,64
Luis Lester,95
Karen Perkins,58
Dorothy Nichols,80
Michelle Rhodes,88
Ralph Ross,65
Cameron Benitez,55
Sharon Moore,82
Sharon Wallace,82
Lisa Jones,85
Katelyn Martinez,63
Timothy Fuller,82
David Stanley,54
Ariel Gonzalez,78
Paul Daugherty,86
Patricia Butler,60
Melissa Stafford,57
Tina Robinson,93
Larry White,54
Dennis Curry,57
Miguel Ellis,79
Amy Carter,81
Wesley Sloan,100
Olivia Cohen,50
Cheryl Yoder,54
Dale Adkins,74
Gregory Flores,55
Christopher Berry,82
Jennifer Martinez,99
Kendra Alvarado,70
Shelley Humphrey,96
Penny Russell,61
Gary Schneider,65
Andrew Long,69
Monica Conner,98
Shawn Walter,50
William Martinez,83
Mark Wright,76
Tammy Novak,80
Eric Mueller,85
Troy Bryant,86
David Stevenson,57
Patricia Bryan,91
Barbara Rivera,82
Randall Larson,62
Sarah Horton,86
Greg George,85
Kimberly Sullivan,58
Christine Mccarty,82
Jessica White,67
Mr. John Collins,85
Seth Robbins,84
Ashley Mcdonald,97
Marc Little,67
Brandon Pena,76
Russell White,81
Julia Jenkins,56
David Smith,56
Heather Torres,82
Sarah Barnes,80
Anna Farrell,73
Laurie Moore,75
Veronica Mullins,64
Christopher Kim,57
David Peterson,68
Mark Robinson,99
Tony Guerrero,60
Kenneth Morales,87
Scott Moore,69
Kristin Mccoy,75
Amy Holmes,89
Helen Contreras,76
Anthony Maldonado,97
Taylor Manning,68
Thomas Shaw,69
Michelle Vargas,61
Natalie Oconnor,81
Jorge Washington,65
Christopher Williams,99
Bryan Mckee,78
Emily Mendez,59
Elizabeth Miller,79
Kristina Mendoza,83
Sarah Smith,96
Taylor Pierce,86
Gabriella Wilson,76
Courtney Hall,91
Jessica Lowe,84
Christopher Clark,82
Evan Hicks,51
Troy Morris,63
Veronica Carter,72
Felicia Parks,81
Emily Anderson,60
Robert Ryan,90
Wendy Stephenson,62
Elizabeth Zavala,87
Sara Anderson,97
Suzanne Jackson,80
Michael Newman,86
Jason Davis,81
Jonathan Jackson,85
Tammy Cruz,82
Karen Mitchell,79
Toni Anderson,57
Steven Stephens,83
John Thomas,99
George Martin,73
Sharon Walton,81
David Taylor,82
Crystal Wilson,86
Allison Marquez,87
Ariel Irwin,88
Patricia Walker,71
Donald Rodgers,86
Kristin West,63
Erica Cooper,56
Melanie Williams,61
Ellen Schwartz,83
Marcus Williams PhD,65
Austin Taylor,72
Lisa Lee,75
Cassandra Campbell,86
Mrs. Elizabeth Watson,86
Regina Abbott,51
Michael Rose,94
David Rodgers,89
Jorge Lee,82
George Michael,90
Mitchell Rogers,85
Cassandra Bray,76
Lindsay Williams,65
Christopher Allen,75
Jessica Martinez,69
Dustin Sherman,57
Abigail Lopez,82
Paula Flores,80
Thomas Garza,91
Ronald Robinson,57
Jose Butler,51
Danielle Rice,63
Jonathan Jones,98
Sydney Roberts,79
Cassidy Yoder,67
Ashley Perez,70
Timothy Turner,95
Anna Gibson,88
James Mendoza,77
John Thompson,76
Angela Rush,65
Chelsea Thomas,53
Lori Melton,70
Shannon Brown,80
Jacob Johnson,68
Lauren Mckenzie,67
Carly Stout,64
Roger Mahoney,87
David Gregory,58
Christopher Edwards,58
Thomas Foster,55
Joshua Poole,57
Michelle Thompson,79
Vanessa Lambert,87
Phillip Lindsey,74
Paul Price,77
Jerry Johnson,59
Phillip Davis,96
Catherine Rodriguez,72
Roger Davenport,71
John Watts,51
Judy Arias,92
Rachel Moran,63
Tiffany Jones,81
Stephanie Sawyer,83
Jamie Williams,50
Ms. Suzanne Smith,53
Juan Atkins,64
Megan Hurley,64
Scott Snyder,64
Caroline Evans,56
Crystal Medina,86
Michele Cannon,53
Steven Becker,92
Shannon Jennings,81
Shane Figueroa,74
Damon Williams,78
Steven White,66
Robert Flores,76
Valerie Gibson,66
Jorge Knight,96
Courtney Ramirez,79
Emily Meadows,98
Jordan Freeman,89
Jacob Martin,60
Robert Todd,80
Daniel Smith,64
Brian Gallagher,51
Larry Merritt,72
Joshua Thompson,97
Andrew Craig,65
Melanie Peterson,70
Ashley Nelson,66
Wendy Sims,90
Lance Flowers MD,70
Bruce Brown,69
Nicole Holt,77
Lori Hernandez,50
Leslie Griffin,96
Joseph Vargas,92
Robert Hoover,73
John Walker,85
Juan Smith,87
Jesse Ramirez,67
Keith Peterson,62
Taylor Yu,50
Rebecca Murphy,88
Alexandra Fritz,66
Jennifer Brown,59
Julian Peck,53
Terri Wu,78
Tiffany Webster,56
Sheryl Lambert,89
Jacob Dunn,62
Nathan Williamson,64
Jonathan Williamson,51
Kyle Shaffer,72
Nancy Taylor,95
Alyssa Taylor,85
Chad Davis,89
Shannon Mclaughlin,59
Erin Moore,60
Yolanda Wilson,76
Stacey Turner,81
Emily Hanson,97
Sarah Lewis,99
Jonathan Hensley Jr.,62
Roy Johnson,59
Mark Gould,88
Seth Francis,99
Taylor Newton,52
Catherine Randolph,99
Tracy Morrison,58
Victoria Murphy,51
Michael Morrow,67
Tracie Allison,93
Kimberly Bennett,99
Jerome Martin,50
Donald Mills,69
Tracy Francis,54
Jacob Gutierrez,72
Katherine Sellers,78
Timothy Williamson,69
Tammy Anderson,58
Kimberly Baker,90
Edward Brown,87
Matthew Crawford,93
George Hernandez,92
Karen Maddox,89
Hannah Sellers,62
Megan Fields,59
Bryan Pratt,95
Jonathan Castillo,81
Scott Moore,95
Leah Russell,58
Crystal Berg,63
Stephen Hill,68
John Parsons,61
Luke Newman,90
Robert Koch,72
William Perez,52
Edward Simon,68
John Weber,52
Daniel Clark,97
Andrew Ryan,77
Mrs. Jordan Parker,74
Jacqueline Huynh,86
Randall Martinez,81
Matthew Huang,55
Joseph Gibbs,83
Rhonda Gilbert,99
Connor Chase,83
Tracy Andrews,81
Bianca Hobbs,72
Sandra Wright,58
Amanda Brown MD,87
Julia Smith,61
Timothy Simmons,90
Kimberly Robinson,65
Robert Adams,51
Danielle Robinson,67
Jennifer Lozano,85
Dustin Bridges,86
Joseph Black,100
Matthew Robinson,79
Miranda Griffin,64
Haley Ochoa,70
Alyssa Glover,60
Angela Silva,60
Michael Vargas,92
Kayla Anderson,70
Connor White,69
James Kent,60
Alan Fisher,79
Christopher Benjamin,55
Jason Butler,71
William Greene,60
Kelsey West,80
Jessica Brooks,83
Donald Miller,79
Steven Crawford,85
Matthew Long,76
Ashlee Calhoun,83
Dennis Byrd,53
Alan Romero,73
Joseph Stein,60
Sarah Hernandez,97
Grace Miller,52
Glenn Robertson,82
Joyce Smith,94
Deborah Simon,98
Julie Kim,60
Richard Garza,98
Christopher White,67
Megan Smith,95
Mrs. Sandra Rios MD,94
Brittany Barnes,57
Benjamin Barry,96
Tanya Evans,91
Ian Meyer,53
Misty Hensley,62
Joshua Edwards,69
Blake Howard,62
Erika Bentley,84
Jeffery Crawford,96
Betty Mathews,75
Gary Young,64
Elizabeth Taylor,69
Crystal Arnold,86
Michael Meyer,63
Douglas Smith,98
Kyle Webb,75
Carol Clark,65
David Young,51
Jennifer Stanton,99
David Simmons,50
Tara Scott,89
Gina Murphy,69
Kimberly Ramirez,73
Hunter Mcintosh,75
Shawn Woods,70
Renee Andrade,52
Michael Vega,78
William Herrera,70
Andrew Shah,93
Melody Zuniga,80
Ryan Ho,52
David Smith,81
Christopher Bryant,93
Destiny Leonard,56
Angela Wilkins,60
John Lee,93
Zachary Jenkins,72
Tara Jennings,99
Ernest Clements,93
James Wright,77
Andrew Myers PhD,72
George Turner,83
Katelyn Harmon,70
Mary Cummings,55
Audrey Robbins,56
Tiffany Gonzalez,86
Ronald Duncan,89
Arthur Ballard,55
Andrew Pitts,61
Joshua Byrd,94
Melanie Snyder,82
Juan Johnson,80
Chelsea Greene,61
Steven Jordan,69
Casey Walker,89
Stephen Drake,77
Erin Weeks,75
Jennifer Dennis,62
Rhonda Johnson,85
Michael Hill MD,85
Alexa Smith,79
Micheal Jenkins,59
Patrick Kennedy,100
Harold Fox,85
Sherry Cortez,100
Robert Schaefer,82
Amanda Donovan,58
Jenna Howard,96
Karen Jones,51
Shawn Bell,76
Cathy Mueller,85
Kimberly Alvarado,71
Christina Graham,73
Kimberly Lee,63
Melanie Peters,97
Emily Ramirez,63
Nathan Long,90
Tracy Davis,66
Jacob Campbell,74
